"id","group","cb_number","branch_id","new_cb_number","sic_number","headquarters","cb_number_type","valid_from","sic_code","eurosic_code","language","short_name","long_name","home_address","postal_address","zip","location","phone","fax","telephone_code","country_code","postal_code","swift"
2909,"8","81431",0001,,814316,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Unterland","Burgstrasse 5",,"6468","Attinghausen","041 874 31 51","041 870 58 60",,,"*60-1719-2","RAIFCH22E31"
2910,"8","81431",0002,,814316,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Unterland",,,"6467","Schattdorf","041 874 31 71","041 870 47 86",,,"*60-1719-2","RAIFCH22E31"
2911,"8","81431",0003,,814316,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Unterland","Dorfstrasse 5",,"6461","Isenthal","041 878 12 92","041 878 12 32",,,"*60-1719-2","RAIFCH22E31"
2912,"8","81431",0004,,814316,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Unterland",,,"6462","Seedorf UR","041 870 88 20","041 870 88 80",,,"*60-1719-2","RAIFCH22E31"
2913,"8","81432",0000,,814324,"80000","2",2011-09-22,"1","1","1","Raiffeisen","Raiffeisenbank Schächental","Klausenstrasse 146","Postfach 154","6463","Bürglen UR","041 874 54 74","041 874 54 84",,,"60-6517-6","RAIFCH22E32"
2914,"8","81432",0001,,814324,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Schächental","Dörflihaus",,"6464","Spiringen","041 874 54 74","041 874 54 84",,,"*60-6517-6","RAIFCH22E32"
2915,"8","81432",0002,,814324,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Schächental","Kirchstrasse",,"6465","Unterschächen","041 874 54 74","041 874 54 84",,,"*60-6517-6","RAIFCH22E32"
2916,"8","81432",0003,,814324,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Schächental","Post",,"8751","Urnerboden","041 874 54 74","041 874 54 84",,,"*60-6517-6","RAIFCH22E32"
2917,"8","81433",0000,,814332,"80000","2",2011-09-22,"1","1","1","Raiffeisen","Raiffeisenbank Urner Oberland","Gotthardstrasse 105","Postfach 228","6472","Erstfeld","041 882 00 82","041 882 00 83",,,"60-3263-3","RAIFCH22E33"
2918,"8","81433",0001,,814332,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Oberland",,,"6484","Wassen UR","041 885 11 44","041 885 11 59",,,"*60-3263-3","RAIFCH22E33"
2919,"8","81433",0003,,814332,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Oberland",,,"6482","Gurtnellen","041 885 10 30","041 885 10 45",,,"*60-3263-3","RAIFCH22E33"
2920,"8","81433",0005,,814332,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Oberland","Gotthardstrasse 51",,"6490","Andermatt","041 888 77 66","041 888 77 67",,,"*60-3263-3","RAIFCH22E33"
2921,"8","81433",0006,,814332,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Oberland","Dorf 34",,"6475","Bristen","041 883 18 22","041 883 01 41",,,"*60-3263-3","RAIFCH22E33"
2922,"8","81433",0007,,814332,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Oberland",,,"6474","Amsteg","041 883 14 77","041 883 15 11",,,"*60-3263-3","RAIFCH22E33"
2923,"8","81433",0008,,814332,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisenbank Urner Oberland",,,"6473","Silenen","041 883 01 15","041 883 03 18",,,"*60-3263-3","RAIFCH22E33"
2924,"8","81444",0000,"81433",814449,"80000","2",2009-07-01,"1","1","1","Raiffeisen","Raiffeisenbank Silenen-Amsteg-Bristen","Dorf 34",,"6475","Bristen","041 883 18 22","041 883 01 41",,,"60-3188-8","RAIFCH22XXX"
2925,"8","81452",0000,,814529,"80000","2",2011-09-22,"1","1","1","Raiffeisen","Raiffeisenbank Steinhausen","Bahnhofstrasse 1","Postfach 425","6312","Steinhausen","041 748 02 20","041 748 02 25",,,"60-5553-2","RAIFCH22E52"
2926,"8","81454",0000,,814545,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Zug","Rathausstrasse 10","Postfach 459","6341","Baar","041 766 01 30","041 766 01 31",,,"60-8774-0","RAIFCH22E54"
2927,"8","81454",0001,,814545,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zug",,"Postfach 86","6318","Walchwil","041 758 20 58","041 758 20 68",,,"*60-8774-0","RAIFCH22E54"
2928,"8","81454",0002,,814545,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zug","Bahnhofstrasse 7",,"6301","Zug","041 766 01 40","041 766 01 41",,,"*60-8774-0","RAIFCH22E54"
2929,"8","81454",0003,,814545,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zug","Sonnmatt 3",,"6319","Allenwinden","041 710 39 44","041 711 64 10",,,"*60-8774-0","RAIFCH22E54"
2930,"8","81455",0000,,814550,"80000","2",2011-09-22,"1","1","1","Raiffeisen","Raiffeisenbank Cham","Schulhausstrasse 8","Postfach 765","6330","Cham 1","041 785 05 05","041 785 05 85",,,"60-9596-7","RAIFCH22E55"
2931,"8","81455",0001,,814550,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Cham","Obere Fischbachstrasse 2",,"8932","Mettmenstetten","044 768 58 58","044 768 58 59",,,"*60-9596-7","RAIFCH22E55"
2932,"8","81456",0000,,814561,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Hünenberg","Chamerstr. 15","Postfach 542","6331","Hünenberg","041 785 61 85","041 780 09 58",,,"60-7423-8","RAIFCH22E56"
2933,"8","81457",0000,,814576,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Menzingen-Neuheim","Neudorfstrasse 4","Postfach 361","6313","Menzingen","041 757 20 50","041 757 20 60",,,"60-6187-0","RAIFCH22E57"
2934,"8","81457",0001,,814576,"80000","3",2011-08-23,"1","1","1","Raiffeisen","Raiffeisenbank Menzingen-Neuheim","Poststrasse 4","Postfach 242","6345","Neuheim","041 757 20 80","041 755 24 25",,,"*60-6187-0","RAIFCH22E57"
2935,"8","81459",0000,,814592,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Oberägeri-Sattel","Hauptstrasse 42","Postfach 450","6315","Oberägeri","041 754 50 20","041 754 50 21",,,"60-7369-0","RAIFCH22E59"
2936,"8","81459",0001,,814592,"80000","3",2011-08-13,"1","1","1","Raiffeisen","Raiffeisenbank Oberägeri-Sattel",,,"6417","Sattel","041 835 10 35","041 835 18 56",,,"*60-7369-0","RAIFCH22E59"
2937,"8","81460",0000,,814600,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Risch-Rotkreuz","Waldeggstr. 32",,"6343","Rotkreuz","041 790 17 28","041 790 47 28",,,"60-5726-6","RAIFCH22E60"
2938,"8","81461",0000,,814611,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Unterägeri","Zugerstrasse 24","Postfach 463","6314","Unterägeri","041 754 40 50","041 754 40 60",,,"60-10221-7","RAIFCH22E61"
2939,"8","81471",0000,,814710,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Zürcher Oberland","Bahnhofstrasse 2","Postfach 1323","8610","Uster","044 905 29 50","044 905 29 60",,,"80-18578-0","RAIFCH22E71"
2940,"8","81471",0001,,814710,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zürcher Oberland",,,"8620","Wetzikon ZH","044 931 46 46","044 931 46 49",,,"*80-18578-0","RAIFCH22E71"
2941,"8","81471",0002,,814710,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zürcher Oberland",,"Postfach","8625","Gossau ZH","044 936 60 80","044 936 15 27",,,"*80-18578-0","RAIFCH22E71"
2942,"8","81471",0003,,814710,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zürcher Oberland","Bahnhofstrasse 7",,"8330","Pfäffikon ZH","044 952 40 40","044 952 40 49",,,"*80-18578-0","RAIFCH22E71"
2943,"8","81472",0000,,814721,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Guntalingen-Neunforn","Dorfstr. 32",,"8468","Guntalingen","052 744 02 20","052 744 02 22",,,"84-6935-6","RAIFCH22E72"
2944,"8","81472",0001,,814721,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Guntalingen-Neunforn",,,"8526","Oberneunforn","052 745 24 48","052 745 24 55",,,"*84-6935-6","RAIFCH22E72"
2945,"8","81474",0000,,814744,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Zürich Flughafen","Schaffhauserstrasse 151",,"8302","Kloten","044 815 84 00","044 815 84 84",,,"84-3431-5","RAIFCH22E74"
2946,"8","81474",0002,,814744,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zürich Flughafen","Wallisellenstrasse 7a",,"8600","Dübendorf","044 823 66 66","044 823 66 00",,,"*84-3431-5","RAIFCH22E74"
2947,"8","81474",0004,,814744,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zürich Flughafen","Dorfstrasse 76",,"8424","Embrach","044 866 76 00","044 866 76 76",,,"*84-3431-5","RAIFCH22E74"
2948,"8","81474",0005,,814744,"80000","3",2011-08-11,"1","1","1","Raiffeisen","Raiffeisenbank Zürich Flughafen","Industriestrasse 16a",,"8604","Volketswil","044 947 33 00","044 947 33 11",,,"*84-3431-5","RAIFCH22E74"
2949,"8","81475",0000,,814752,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Züri-Unterland","Marktgasse 7","Postfach 269","8180","Bülach","044 872 72 72","044 872 72 00",,,"80-35822-3","RAIFCH22E75"
2950,"8","81475",0001,,814752,"80000","3",2011-08-12,"1","1","1","Raiffeisen","Raiffeisenbank Züri-Unterland","Riedpark","Zürcherstrasse 17","8173","Neerach","044 858 01 03","044 858 01 04",,,"*80-35822-3","RAIFCH22E75"
2951,"8","81475",0002,,814752,"80000","3",2011-08-12,"1","1","1","Raiffeisen","Raiffeisenbank Züri-Unterland","Feldwiesenstrasse 2",,"8181","Höri","044 860 82 44","044 860 82 08",,,"*80-35822-3","RAIFCH22E75"
2952,"8","81475",0003,,814752,"80000","3",2011-08-12,"1","1","1","Raiffeisen","Raiffeisenbank Züri-Unterland","Watterstrasse 31",,"8105","Regensdorf","044 871 40 00","044 871 40 18",,,"*80-35822-3","RAIFCH22E75"
2953,"8","81475",0004,,814752,"80000","3",2011-08-12,"1","1","1","Raiffeisen","Raiffeisenbank Züri-Unterland","Dorfstrasse 20",,"8454","Buchberg","044 867 22 55","044 867 22 56",,,"*80-35822-3","RAIFCH22E75"
2954,"8","81477",0000,,814773,"80000","2",2012-02-21,"1","1","1","Raiffeisen","Raiffeisenbank Oberembrach-Bassersdorf","Jakob-Bosshart-Strasse 2","Postfach 23","8425","Oberembrach","044 865 45 70","044 865 45 08",,,"84-5464-6","RAIFCH22E77"
2955,"8","81477",0001,,814773,"80000","3",2011-08-13,"1","1","1","Raiffeisen","Raiffeisenbank Oberembrach-Bassersdorf",,,"8303","Bassersdorf","044 888 66 55","044 888 66 56",,,"*84-5464-6","RAIFCH22E77"
2956,"8","81477",0002,,814773,"80000","3",2011-08-13,"1","1","1","Raiffeisen","Raiffeisenbank Oberembrach-Bassersdorf","Bahnhofstrasse 1",,"8304","Wallisellen","044 877 70 00","044 877 70 09",,,"*84-5464-6","RAIFCH22E77"
2957,"8","81479",0000,,814797,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank Weinland","Ochsengasse 1",,"8462","Rheinau","052 305 41 31","052 305 41 32",,,"80-33153-0","RAIFCH22E79"
2958,"8","81479",0001,,814797,"80000","3",2011-08-16,"1","1","1","Raiffeisen","Raiffeisenbank Weinland","Mettschlatterstrasse 6",,"8252","Schlatt TG","052 646 41 31","052 646 41 32",,,"*80-33153-0","RAIFCH22E79"
2959,"8","81479",0002,,814797,"80000","3",2011-08-16,"1","1","1","Raiffeisen","Raiffeisenbank Weinland","Thurtalstrasse 4",,"8450","Andelfingen","052 304 30 00","052 304 30 01",,,"*80-33153-0","RAIFCH22E79"
2960,"8","81481",0000,,814818,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisenbank rechter Zürichsee","Bahnhofstrasse 20","Postfach","8708","Männedorf","044 922 19 19","044 922 19 18",,,"30-38153-3","RAIFCH22E81"
2961,"8","81481",0001,,814818,"80000","3",2011-08-12,"1","1","1","Raiffeisen","Raiffeisenbank rechter Zürichsee","Dorfstrasse 18",,"8700","Küsnacht","044 913 18 18","044 913 18 17",,,"*30-38153-3","RAIFCH22E81"
2962,"8","81481",0002,,814818,"80000","3",2011-08-12,"1","1","1","Raiffeisen","Raiffeisenbank rechter Zürichsee","Dorfstrasse 110",,"8706","Meilen","044 924 19 19","044 924 19 18",,,"*30-38153-3","RAIFCH22E81"
2963,"8","81481",0003,,814818,"80000","3",2011-08-12,"1","1","1","Raiffeisen","Raiffeisenbank rechter Zürichsee","Bahnhofstrasse 30",,"8712","Stäfa","044 927 19 19","044 927 19 18",,,"*30-38153-3","RAIFCH22E81"
2964,"8","81485",0000,,814855,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Zweigniederlassung Winterthur","Bahnhofplatz 15","Postfach 2235","8401","Winterthur","052 269 55 55","052 269 55 56",,,"90-99200-4","RAIFCH22E85"
2965,"8","81485",0001,,814855,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Zweigniederlassung Winterthur","Stationsstrasse 24",,"8472","Seuzach","052 320 02 40","052 320 02 50",,,"*90-99200-4","RAIFCH22E85"
2966,"8","81486",0000,,814860,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Basel","St. Jakobstrasse 7","Postfach","4002","Basel","061 226 27 28","061 226 27 00",,,"40-712553-5","RAIFCH22E86"
2967,"8","81486",0001,,814860,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Basel","Baselstrasse 56",,"4125","Riehen","061 226 27 77","061 226 27 78",,,"*40-712553-5","RAIFCH22E86"
2968,"8","81487",0000,,814871,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Zürich","Limmatquai 68","Postfach","8022","Zürich","043 244 78 78","043 244 79 79",,,"87-71996-7","RAIFCH22E87"
2969,"8","81487",0001,,814871,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Zürich","Schaffhauserstrasse 336",,"8050","Zürich","043 244 83 20","043 244 83 21",,,"*87-71996-7","RAIFCH22E87"
2970,"8","81487",0002,,814871,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Zürich","Albisstrasse 39",,"8038","Zürich","043 244 83 40","043 244 83 41",,,"*87-71996-7","RAIFCH22E87"
2971,"8","81487",0003,,814871,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Zürich","Birmensdorferstrasse 170",,"8003","Zürich","043 244 83 00","043 244 83 01",,,"*87-71996-7","RAIFCH22E87"
2972,"8","81487",0004,,814871,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Zürich","Kreuzplatz, Zeltweg 93",,"8032","Zürich","043 244 83 60","043 244 83 61",,,"*87-71996-7","RAIFCH22E87"
2973,"8","81488",0000,,814886,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Bern","Waisenhausplatz 26",,"3011","Bern","031 326 05 05","031 326 05 55",,,"30-507790-7","RAIFCH22E88"
2974,"8","81488",0001,,814886,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Niederlassung Bern","Brünnenstrasse 123",,"3018","Bern","031 326 05 05","031 326 07 17",,,"*30-507790-7","RAIFCH22E88"
2975,"8","81490",0000,,814903,"80000","2",2011-09-03,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Zweigniederlassung Thalwil","Gotthardstrasse 20/22","Postfach","8800","Thalwil","044 723 80 80","044 723 80 60",,,"30-416677-4","RAIFCH22E90"
2976,"8","81490",0001,,814903,"80000","3",2011-08-18,"1","1","1","Raiffeisen","Raiffeisen Schweiz, Zweigniederlassung Thalwil","Bahnhofplatz 1","Postfach 378","8134","Adliswil","044 723 80 80","044 723 80 61",,,"*30-416677-4","RAIFCH22490"
2977,"8","81491",0000,,814919,"80000","2",2010-05-11,"1","1","1","Raiffeisen","RAIFFEISEN SCHWEIZ, FIRMENKUNDEN","Raiffeisenplatz 4",,"9001","St. Gallen","071 225 88 88","071 225 88 87",,,"30-369907-7","RAIFCH22XXX"
2978,"8","82001",0000,,820015,"82001","1",2012-02-02,"0","3","1","Bethmann","Bethmann Bank AG (ex LGT Bank)","Schwindstrasse 10",,"60325","Frankfurt am Main","69 90 746 0",,"++49","DE",,"BLFLDEFFXXX"
2979,"8","8234",0000,,082343,"8234","1",2009-11-15,"3","3","2","Israel Discount","IDB (Swiss) Bank Ltd","Rue du Rhône 100","Case postale 3385","1211","Genève 3","022 591 10 00","022 591 10 01",,,"17-654481-2","IDBSCHGGXXX"
2980,"8","8235",0000,,082359,"8235","1",2009-11-15,"3","0","2","Banco Santander","Banco Santander (Suisse) SA","Rue Ami-Lévrier 5-7","Case postale 1256","1211","Genève 1","022 909 22 22","022 738 67 28",,,"12-618-9","BSCHCHGGXXX"
2981,"8","8236",0000,,082367,"8236","1",2009-11-15,"3","3","2","Credit Europe","Credit Europe Bank (Suisse SA","Rue du Mont-Blanc 12","Case postale 1449","1211","Genève 1","022 839 19 19","022 839 19 00",,,"12-94-8","FSUICHGGXXX"
2982,"8","8237",0000,,082375,"8237","1",2009-12-02,"3","3","2","BCP","BANQUE PRIVEE BCP (SUISSE) SA","Place du Molard 4","Case postale 3126","1211","Genève 3","022 318 92 92","022 318 92 99",,,,"MILBCHGGXXX"
2983,"8","8238",0000,,082380,"8238","1",2009-11-15,"3","3","1","Investec","Investec Bank (Switzerland) AG","Talacker 41","Postfach","8022","Zürich","044 226 10 00","044 226 10 10",,,"80-1045-5","IVESCHZZXXX"
2984,"8","8239",0000,,082391,"8239","1",2009-11-15,"3","3","3","Intermobiliare","Banca Intermobiliare di Investimenti e Gestioni (Suisse) SA","Contrada di Sasselo 10","Casella postale 5835","6901","Lugano","091 913 66 66","091 913 66 67",,,"65-780657-7","BIMLCH22XXX"
2985,"8","8242",0000,,082425,"8242","1",2009-11-15,"3","3","1","Fibi Bank","Fibi Bank (Schweiz) AG","Seestrasse 61","Postfach","8027","Zürich","044 206 69 69","044 201 14 41",,,"80-5211-7","FIRBCHZZXXX"
2986,"8","8243",0000,,082430,"8243","1",2010-01-29,"1","3","2","CAF","Crédit Agricole Financements (Suisse) SA","Rue du Rhône 67",,"1207","Genève","022 737 60 00","022 737 60 90",,,"12-1627-2","AGRICHGXXXX"
2987,"8","8244",0000,,082441,"8244","1",2009-11-15,"3","0","2","Mourgue d'Algue","Mourgue d'Algue & Cie","5, rue de la Fontaine","Case postale 3485","1211","Genève 3","022 319 76 76","022 319 76 77",,,"12-908-8","MOALCHGGXXX"
2988,"8","8245",0000,,082456,"8245","1",2011-09-27,"3","0","1","AP Bank","AP ANLAGE & PRIVATBANK AG","Limmatquai 4",,"8801","Zürich","044 787 62 00","044 787 62 10",,,,"ANPRCH22XXX"
2989,"8","8247",0000,,082472,"8247","1",2010-01-29,"1","0","2","Bank of China","Bank of China (Suisse) SA","Rue du Général-Dufour 3",,"1204","Genève","022 888 88 88","022 888 88 89",,,,"BKCHCHGGXXX"
2990,"8","8248",0000,,082488,"8248","1",2009-11-15,"3","3","1","Van Lanschot","F. van Lanschot Bankiers (Schweiz) AG","Mittelstrasse 10","Postfach 365","8034","Zürich","043 377 11 11","043 377 11 44",,,"80-1557-9","FVLBCHZZXXX"
2991,"8","8252",0000,,082524,"8252","1",2009-11-20,"1","1","3","Banca Popolare","Banca Popolare di Sondrio (Suisse) SA",,"Casella postale 5832","6901","Lugano 1","091 973 36 00","091 695 82 92",,,"69-10314-2","POSOCH22XXX"
2992,"8","8253",0000,,082532,"8253","1",2009-11-20,"3","3","1","Liecht. Landesb","Liechtensteinische Landesbank (Schweiz) AG","Stampfenbachstrasse 114 (Beckenhof)","Postfach","8042","Zürich","044 421 46 11","044 421 46 22",,,,"LILACHZZXXX"
2993,"8","8255",0000,,082553,"8255","1",2009-11-20,"1","3","1","Volksbank","Volksbank AG","Hauptstrasse 111","Postfach 850","9430","St. Margrethen SG","071 747 55 30","071 747 55 39",,,"80-400000-0","VOVBCH21XXX"
2994,"8","8255",0001,,082553,"8255","3",2001-06-21,"1","3","1","Volksbank","Volksbank AG","Adlerstrasse 35","Postfach 517","4020","Basel","061 378 85 80","061 378 85 89",,,"*80-400000-0",
2995,"8","8256",0000,,082569,"8256","1",2009-11-20,"1","3","1","Finter Bank","FINTER BANK ZUERICH AG","Claridenstrasse 35","Postfach 2299","8022","Zürich","044 289 55 00","044 289 56 00",,,"80-6606-8","FBZUCHZZXXX"
2996,"8","8256",0001,,082569,"8256","3",2001-07-07,"1","3","3","Finter Bank","FINTER BANK ZUERICH SA",,"Casella postale","6901","Lugano","091 910 21 21","091 910 21 41",,,"*80-6606-8",
2997,"8","8256",0002,,082569,"8256","3",2001-07-07,"1","3","3","Finter Bank","FINTER BANK ZUERICH SA","corso S. Gottardo 35",,"6830","Chiasso","091 695 24 24","091 695 24 44",,,"*80-6606-8",
2998,"8","8260",0000,,082604,"8260","1",2009-11-20,"1","3","1","Falcon","Falcon Private Bank AG","Pelikanstrasse 37","Postfach 1376","8021","Zürich","044 227 55 55","044 211 55 11",,,"80-8313-1","UEBECHZZXXX"
2999,"8","8261",0000,,082612,"8261","1",2009-11-20,"1","0","2","KBL","KBL (SWITZERLAND) Ltd","Bd Georges-Favon 7","Case postale","1211","Genève 11","058 316 60 00","022 316 64 44",,,"12-9511-3","KSUICHGGXXX"
3000,"8","8261",0001,,082612,"8261","3",2009-01-22,"1","0","2","KBL","KBL (SWITZERLAND) Ltd","Avenue d'Ouchi 10","Case postale 135","1001","Lausanne","058 316 62 00","021 613 17 95",,,"*12-9511-3",
3001,"8","8263",0000,,082633,"8263","1",2009-11-20,"1","1","1","SALOPPI","Bank Sal. Oppenheim jr. & Cie. (Schweiz) AG",,"Postfach","8022","Zürich","044 214 22 14",,,,"80-415-3","BOPSCHZZXXX"
3002,"8","8265",0000,"8757",082657,"8265","2",2010-02-27,"1","0","1","Commerzbank","Commerzbank (Schweiz) AG","Lintheschergasse 7","Postfach","8021","Zürich 1","044 219 71 11","044 211 72 40",,,"80-903-5","COBACHZXXXX"
3003,"8","8267",0000,,082670,"8267","1",2009-11-20,"1","3","1","Jyske Bank","Jyske Bank (Schweiz) AG","Wasserwerkstrasse 12","Postfach","8021","Zürich","044 368 73 73","044 368 73 97",,,"80-9547-2","JYBACHZZXXX"
3004,"8","8268",0000,,082681,"8268","1",2011-12-30,"1","0","1","Bq.Int.à Lux.","Banque Internationale à Luxembourg (Suisse) SA","Beethovenstrasse 48","Postfach 2192","8022","Zürich","058 810 82 92","058 810 82 71",,,"80-7604-3","BILSCHZZXXX"
3005,"8","8270",0000,,082708,"8270","1",2009-11-20,"3","3","1","BBVA (Suiza) SA","BBVA (Suiza) SA","Zeltweg 63","Postfach 3930","8021","Zürich","044 265 95 11","044 265 98 91",,,"80-13760-7","BBVACHZZXXX"
3006,"8","8271",0000,"8689",082713,"8271","2",2010-01-01,"1","1","1","HSBC","HSBC Private Bank (Suisse) SA (ex HSBC Guyerzeller Bank AG)","Paradeplatz 5","Postfach","8027","Zürich","058 705 35 55","058 705 35 56",,,"80-3119-3","GUYECHZZXXX"
3007,"8","8277",0000,"8684",082776,"8277","2",2012-05-01,"1","0","2","Leumi Private","Leumi Private Bank SA (ex Safdié SA)","Dianastrasse 5",,"8022","Zürich","058 207 91 11","058 207 91 00",,,"12-253-9","LUMICHZZXXX"
3008,"8","8278",0000,,082784,"8278","1",2009-11-20,"3","3","1","Goldman Sachs","Goldman Sachs Bank AG",,"Postfach","8022","Zürich","044 224 10 00","044 224 10 50",,,"80-3040-1","GOLDCHZZXXX"
3009,"8","8280",0000,"8777",082800,"8280","2",2011-12-31,"1","0","2","Piguet Galland","Piguet Galland & Cie SA","Rue Töpfer 1","Case postale 3254","1211","Genève 3","022 839 46 46","022 839 46 50",,,"12-4453-1","BAFRCHGGXXX"
3010,"8","8281",0000,,082811,"8281","1",2009-11-20,"3","3","1","Hapoalim","Bank Hapoalim (Schweiz) AG","Stockerstrasse 33","Postfach 1801","8027","Zürich","044 283 81 81","044 202 77 40",,,"80-584-1","POALCHZZXXX"
3011,"8","8281",0001,,082811,"8281","3",2006-01-01,"3","3","2","Hapoalim","Bank Hapoalim (Switzerland) Ltd.","Quai du Mont-Blanc 5","Case postale 1683","1211","Genève 1","022 906 88 88","022 906 89 89",,,"*80-584-1",
3012,"8","8283",0000,,082834,"8283","1",2009-11-20,"1","0","1","AKB PRIVATBANK","AKB Privatbank Zürich AG","Bleicherweg 20","Postfach","8022","Zürich","044 283 83 83","044 283 84 85",,,"80-2455-9","AKBPCHZZXXX"
3013,"8","8285",0000,,082858,"8285","1",2012-02-02,"1","0","1","Sallfort","Sallfort Privatbank AG","Bellerivestrasse 241","Postfach","8034","Zürich","044 268 53 00","044 268 53 53",,,"80-1552-6","BGFBCHZZXXX"
3014,"8","8288",0000,,082887,"8288","1",2010-11-06,"1","1","1","Frankfurter","Frankfurter Bankgesellschaft (Schweiz) AG","Börsenstrasse 16","Postfach","8022","Zürich","044 265 44 44","044 265 45 55",,,"80-4427-6","FBGSCHZZXXX"
3015,"8","8289",0000,,082895,"8289","1",2009-11-20,"1","1","1","BHF-BANK","BHF-BANK (Schweiz) AG","Schulhausstrasse 6","Postfach","8027","Zürich","044 209 75 11","044 202 56 06",,,"80-7493-4","BHFBCHZZXXX"
3016,"8","8296",0000,,082968,"8296","1",2009-11-20,"1","0","1","GE Money Bank","GE Money Bank AG","Bändliweg 20",,"8048","Zürich","044 439 81 11","044 439 84 04",,,"80-2233-0",
3017,"8","82961",0000,,829614,"8296","2",2009-11-20,"1","0","2","GE Money Bank","GE Money Bank AG","Rue de la Banque 1","Case postale","1701","Fribourg","026 359 11 11",,,,"17-277-0",
3018,"8","82962",0000,,829622,"8296","2",2009-12-01,"1","0","2","GE Money Bank","GE Money Bank AG","Rue du Cendrier 17","Case postale","1201","Genève","022 908 65 90","022 908 65 99",,,"12-2647-1",
3019,"8","82963",0000,,829638,"8296","2",2009-11-20,"1","0","1","GE Money Bank","GE Money Bank AG","Freie Strasse 39","Postfach","4001","Basel","061 269 25 80",,,,"40-18459-5",
3020,"8","82964",0000,,829643,"8296","2",2009-11-21,"1","0","1","GE Money Bank","GE Money Bank AG","Oberer Graben 3","Postfach","9004","St. Gallen","071 227 19 19",,,,"90-19321-7",
3021,"8","82965",0000,,829659,"8296","2",2009-11-21,"1","0","1","GE Money Bank","GE Money Bank AG","Bahnhofstrasse 8","Postfach","5001","Aarau","062 832 30 50",,,,"50-8130-3",
3022,"8","82966",0000,,829667,"8296","2",2009-11-21,"1","0","1","GE Money Bank","GE Money Bank AG","Schwanengasse 1","Postfach","3001","Bern","031 328 51 10",,,,"30-5050-4",
